UNIT_NO,DIVISION,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,CATEGORY_CLASS,CATEGORY_GROUP,CATEGORY_GROUP_DESC,UNIT_TYPE,FUEL_PRODUCT,AGE,EXPECTED_LIFE(YR),IN_SERVICE_DATE,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,MAINTENENACE_LOCATION_NAME,PARK_LOCATION,PARK_LOCATION_NAME,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,TECH_SPEC,TECH_SPEC_DESC
318026,"PARKS, FORESTRY & RECREATION",2018.0,JOHN DEERE,JD3046,GRZEFWDZZZ,GM-TRACTOR 41-50HP 4X4 12Y DIESEL,GROUND,GM-TRACT,GROUNT-TRACTOR,OFF-ROAD,DIESEL / DYED DIESEL,4.66895157914764,12.0,43434.0,Active Unit,,P00405,P00405,FINCH GARAGE,005848,4801 DUFFERIN ST,STANDARD,H6AE----,318JOHNDI18,2018 JOHN DEERE JD3046 46HP FARM TRACTOR
062084,toronto water,2011.0,DODGE,RAM 2500,5TC2TTDZZZ,PU-3/4T-CC CL2 4X2 10Y DIESEL,CLASS2,PICKUP - 3/4 TON,062DODGDI11A,LIGHT DUTY,DIESEL,11.7730611681887,10.0,40841.0,Unit is totaled,,TW2020,TW2020,DISCO GARAGE,,,00,220000.0,2WD QUADCAB PICKUP TRUCK,STANDARD
045201,SOLID WASTE MANAGEMENT,2022.0,DODGE,RAM 1500 (TRADESMAN),5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,1.41963651065449,,44620.0,Active Unit,,SW1020,SW1020,INGRAM GARAGE,005178,86 INGRAM DR,V1.5UND,BYAC---8,045DODGUN22A,Ram 1500 Tradesman Quad Cab 4x4 (DT6L41)
267236,TORONTO WATER,2021.0,J&J,LD-2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,15.0,267J&JNA21,16FT. TANDEM AXLE TRAILER,OTHER,  PRODUCT N/A ,1.9100474695586,,DISCO GARAGE,Active Unit,TW2030,TW2030,,Active Unit,,,0.0,0.0,STANDARD,ND------
318056,"  PARKS, FORESTRY & RECREATION ",2021.0,JOHN DEERE,JD3046,GRZEFWDZZZ,GM-TRACTOR 41-50HP 4X4 12Y DIESEL,GROUND,GM-TRACT,GROUNT-TRACTOR,OFF-ROAD,DIESEL / DYED DIESEL,1.18128034627093,,44707.0,ACTIVE UNIT,,P00668,P00668,DISCO GARAGE,,,STANDARD,H6AE----,318JOHNDI21,2021 JOHN DEERE JD3046 46HP FARM TRACTOR
302003,TORONTO WATER,2011.0,GLOBAL,GPC 46 HT,AWZEZIDZZZ,APP-WATER-PUMP 41-50HP 15Y DIESEL,15.0,302GOBALDI11,"GOBAL GPC 46 HT TRAILER MOUNTED 4"" DRI-PRIME PUMP",OTHER,DIESEL,11.6305954147641,,DISCO GARAGE,Active Unit,TW2060,TW2060,,Active Unit,,,0.0,3500.0,STANDARD,NO_PM_HR
005021,TORONTO HOUSING COMPANY,2021.0,FORD,INTERCEPTOR UTILITY,7UP1FENZZZ,PASS-SUV-POLICE CL1 4X4 8Y HYBUN,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,2.55114335996956,8.0,44207.0,Active Unit,,10000174,10000174,EASTERN GARAGE,,,V1.5UND,BYAC---8,005FORDUN21,"2021 Ford Explorer Interceptor Police Series Utility Vehicle, 3.3L Hybrid"
267113,"PARKS, FORESTRY & RECREATION",2010.0,R & P,L-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,15.0,,267RPNA10C,OTHER,,12.8799104832572,,ELLESMERE GARAGE,Active Unit,P12856,P12856,,Active Unit,101 RIDGETOP RD,,ND------,0.0,10FT. SINGLE AXLE TRAILER WITH BEAVERTAIL,STANDARD
267083,"PARKS, FORESTRY & RECREATION",2008.0,r & p,L-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,15.0,,267RPNA08,OTHER,,15.1703214421613,,DISCO GARAGE,Active Unit,P00656,P00656,,Active Unit,149 ELMCREST RD,,ND------,0.0,14FT. TANDEM AXLE TRAILER WITH BEAVERTAIL,STANDARD
044091,TORONTO HOUSING COMPANY,2020.0,DODGE,RAM 1500 (TRADESMAN),5HE2TTUZZZ,PU-1/2T-EC CL2 4X2 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,3.58402007229833,10.0,43830.0,Active Unit,,10000174,10000174,EASTERN GARAGE,,,V1.5UND,BYAC---8,044DODGUN20,"Ram 1500 (DT1L41) Tradesman, Quad Cab, 4x2, 3.6L V6 with eTorque"
041246,TORONTO WATER,2018.0,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,unleaded,5.49908856544901,8.0,43131.0,Active Unit,,TW2015,TW2015,DISCO GARAGE,004426,1026 FINCH AVE W,V1.5UND,BYAC---8,041FORDUN18,Ford Escape AWD Sport Utility Vehicle
188055,TORONTO WATER,2021.0,INTERNATIO,HV 607,1DS8NWDZZZ,TRK-DUMP-SC CL8 6X4 12Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,2.68538993531202,12.0,44158.0,Active Unit,,TW2015,TW2015,DISCO GARAGE,002426,150 DISCO RD,V5UND,B6AD---9,188INTEDI21,"International HV607 Cab and Chassis, 6x4 - Tandem Axle w/ 15ft Heated Dump Body"
135131,"PARKS, FORESTRY & RECREATION",2008.0,FORD,E450,1BS4TTDZZZ,TRK-CUBE-SC CL4 4X2 10Y DIESEL,CLASS4,TRUCK - CUBE,135FORDDI08A,MEDIUM DUTY,DIESEL,15.085389935312,10.0,39632.0,Active Unit,,P00483,P00483,BOOTH GARAGE,50 BOOTH AVE,,B6AD---8,220000.0,16' CUBE VAN,V3OVR
112278,TORONTO WATER,2011.0,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,12.7922392503805,10.0,40469.0,Replacement Program,Y,TW5020,TW5020,FINCH GARAGE,005331,2126 KIPLING AVE,V1.5OVR,BYAC---8,112FORDUN11-2,THREE QUARTER TON CARGO VAN
048048,FACILITIES MGMT & REAL ESTATE,2012.0,CHEVROLET,1500,5HC2TTUZZZ,PU-1/2T-CC CL2 4X2 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,11.2141570585997,10.0,41045.0,Active Unit,,FA2311,FA2311,EASTERN GARAGE,000829,131 RIVER ST,V1.5OVR,BYAC---8,048CHEVUN12,2WD CREW CAB PICKUP TRUCK
041122,TRANSPORTATION SERVICES,2012.0,FORD,ESCAPE HYBRI,7UZ1FENZZZ,PASS-SUV CL1 4X4 8Y HYBUN,CLASS1,SEDAN - PASSENGER,041FORDUN12,LIGHT DUTY,UNLEADED,11.7758008942161,8.0,40840.0,ACTIVE UNIT,,TS8010,TS8010,EASTERN GARAGE,100 QUEEN ST W,,BYAC---8,160000.0,GAS/ELECTRIC HYBRID SUV 4WD,V1.5OVR
158034,FLEET SERVICES,2004.0,STERLING,ACTERRA,1DS8NWDZZZ,TRK-DUMP-SC CL8 6X4 12Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,19.4662118531202,12.0,38033.0,Unit Return for Disp/Sale/Rem,,TS6020,FL7009,ELLESMERE GARAGE,003892,1050 ELLESMERE RD,STANDARD,B6AD---9,158STERDI04,12' CONTRACTOR'S DUMP BODY
080066,FLEET SERVICES,2012.0,FORD,F550,1US5TTDVZZ,TRK-UTLTY-SC CL5 4X2 10Y DIESEL VALV,CLASS5,TRUCK- UTILI,TRUCK - UTILITY,  MEDIUM DUTY ,DIESEL,10.6575342465753,10.0,41064.0,Unit SOLD,Y,TW2015,FL7009,ELLESMERE GARAGE,006217,60 TIFFIELD RD,STANDARD,B6AD---8,080FORDDI12,FORD F-550 w/ utility body W/O valve operator
396451,"PARKS, FORESTRY & RECREATION",2016.0,TORO,3280D,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,10.0,396TORODI16,2016 TORO 3280 GROUNDMASTER 72IN FRONT DECK  ROTARY MOWER,OFF-ROAD,DYED DIESEL,6.89908856544901,,DISCO GARAGE,Active Unit,P00656,P00656,,Active Unit,,,0.0,2100.0,STANDARD,NO_PM_HR
315109,TRANSPORTATION SERVICES,2022.0,AUTOCAR,ACMD XPERT,2RS8TEDZZZ,RASS-6CUYD CL8 4X2 8Y DIESEL,CLASS8,ROAD-ST-SWEEP,ROAD-MAIN-STREET SWEEPER,HEAVY DUTY,DIESEL,1.6086776065449,8.0,44551.0,Active Unit,,TP0103,TP0103,ELLESMERE GARAGE,4301-1,61 TORYORK DR,V8UND,D6DOW2S9,315AUTODI22,2022 Autocar ACMD XPERT 4x2 Cabover Chassis with Tymco Model 600 Street Sweeper Body w/ Aux Hose
398004,"PARKS, FORESTRY & RECREATION",2018.0,TORO,GREENSMASTER 1000,GMZAFTUZZZ,GM-MOWER <10HP 4X4 10Y UNLEAD,43426.0,2018 TORO MODEL 04055 WALK BEHIND  GREENSMASTER 1000,STANDARD,OFF-ROAD,UNLEADED,4.69086938736682,FINCH GARAGE,Active Unit,Active Unit,P07648,,1160.0,,,,700.0,005486,NO_PM_HR,0.0
318050,"PARKS, FORESTRY & RECREATION",2021.0,JOHN DEERE,JD3046,GRZEFWDZZZ,GM-TRACTOR 41-50HP 4X4 12Y DIESEL,GROUND,GM-TRACT,GROUNT-TRACTOR,OFF-ROAD,DIESEL / DYED DIESEL,1.23881459284627,12.0,44686.0,ACTIVE UNIT,,P01058,P01058,EASTERN GARAGE,000557,201 WINCHESTER ST,STANDARD,H6AE----,318JOHNDI21,2021 JOHN DEERE JD3046 46HP FARM TRACTOR
156182,transportation services,2020.0,FORD,F-450,1DC4FTUZZZ,TRK-DUMP-CC CL4 4X4 10Y UNLEAD,CLASS4,TRUCK-DUMP,TRUCK - DUMP,MEDIUM DUTY,UNLEADED,3.34566390791476,10.0,43917.0,Active Unit,,TS6030,TS6030,FINCH GARAGE,002990,64 MURRAY RD,V4UND,B6AD---8,156FORDUN20,"2020 Ford F-450, Crew Cab, 4x4, 7.3L V8 Gasoline, with 9ft Dump Body"
156191,"PARKS, FORESTRY & RECREATION",2020.0,FORD,F-450,1DC4FTUZZZ,TRK-DUMP-CC CL4 4X4 10Y UNLEAD,CLASS4,TRUCK-DUMP,TRUCK - DUMP,MEDIUM DUTY,UNLEADED,3.27717075722983,10.0,43942.0,Active Unit,,P12754,P12754,DISCO GARAGE,004301,27 TORYORK DR,V4UND,B6AD---8,156FORDUN20,"2020 Ford F-450, Crew Cab, 4x4, 7.3L V8 Gasoline, with 9ft Dump Body"
156186,TRANSPORTATION SERVICES,2020.0,FORD,F-450,1DC4FTUZZZ,TRK-DUMP-CC CL4 4X4 10Y UNLEAD,CLASS4,TRUCK-DUMP,TRUCK - DUMP,  MEDIUM DUTY ,UNLEADED,3.08538993531202,10.0,44012.0,Active Unit,,TS6020,TS6020,INGRAM GARAGE,005495,1401 CASTLEFIELD AVE,V4UND,B6AD---8,156FORDUN20,"2020 Ford F-450, Crew Cab, 4x4, 7.3L V8 Gasoline, with 9ft Dump Body"
159009,"PARKS, FORESTRY & RECREATION",2006.0,STERLING,ACTERRA,1CS6TWDZZZ,TRK-CHPR-SC CL6 4X2 12Y DIESEL,CLASS6,TRUCK-CHIP,TRUCK - CHIPPER,HEAVY DUTY,DIESEL,16.9730611681887,12.0,38943.0,Active Unit,,P00090,P00090,DISCO GARAGE,005381,441 KIPLING AVE,V5OVR,B6AD---9,159STERDI06,CHIPPER DUMP TRUCK
045062,TRANSPORTATION SERVICES,2014.0,DODGE,RAM 1500,5HE2FTUZZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,8.94566390791476,10.0,41873.0,active unit,,TS6050,TS6050,ELLESMERE GARAGE,005963,8270 SHEPPARD AVE E,V1.5UND,BYAC---8,045DODGUN14-1,4WD EXT. CAB PICKUP TRUCK
237263,SOLID WASTE MANAGEMENT,2023.0,MACK,LR633,9CD8NFCZZZ,PACK-AUTOSIDELCO-25CUYD CL8 6X4 5Y CNG,5.0,TRUCK - SIDE LOADER,237MACKNG23A,heavy duty,NATURAL GAS,0.0525132229832572,,BERMONDSEY GARAGE,Active Unit,SW1030,SW1030,NATURAL GAS,Active Unit,25 OLD EGLINTON AVE,,B6ADASL9,250000.0,2023 MACK LR633 CNG 25 CU.YD LABRIE ALLEYGATOR ASL WITH RIGHT SIDE STAND UP,STANDARD
050118,"PARKS, FORESTRY & RECREATION",2020.0,dodge,RAM 1500 (TRADESMAN),5HW2FTUZZZ,PU-1/2T-CC-LB CL2 4X4 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,3.08538993531202,10.0,44012.0,Active Unit,,P00853,P00853,FINCH GARAGE,4426-1,21 ALNESS ST,V1.5UND,BYAC---8,050DODGUN20,"2020 Ram 1500 Tradesman, Crew Cab, 4x4 (DT6L98)"
323129,TORONTO WATER,2022.0,CASE,721G,CLZQFWDZZZ,CON-ART-LOADER 141-180HP 4X4 12Y DIESEL,45140.0,2022 CASE 721G 180HP ARTICULATED LOADER,STANDARD,OFF-ROAD,DIESEL / DYED DIESEL,0.0,EASTERN GARAGE,Active Unit,Active Unit,TW2015,,0.0,,,,12600.0,001984,H6AC----,0.0
267204,"PARKS, FORESTRY & RECREATION",2017.0,WEBE,WL1200,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,15.0,,267VIATR17A,OTHER,,6.62785568873668,,ELLESMERE GARAGE,Active Unit,P00272,P00272,,Active Unit,451 BRIMLEY RD,,ND------,0.0,2017 VIA TRAILER 22FT TANDEM AXLE,STANDARD
332006,FLEET SERVICES,2001.0,zamboni,440,ISZGZTCZZZ,ICE-RESURF 61-70HP 10Y CNG,ICEMAIN,ICE-MAIN-RESURFACER,332ZAMBNG01,OFF-ROAD,NATURAL GAS,22.0602739726027,10.0,37021.0,Unit SOLD,,FL7009,FL7009,INGRAM GARAGE,19 CASTLEGROVE BLVD,,NO_PM,0.0,NATURAL GAS ICE RESURFACING MACHINE,STANDARD
067086,TORONTO WATER,2020.0,CHEVROLET,SILVERADO 2500,5TC2FTUZZZ,PU-3/4T-CC CL2 4X4 10Y UNLEAD,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,UNLEADED,2.89086938736682,10.0,44083.0,Active Unit,,TW2025,TW2025,FINCH GARAGE,004426,1026 FINCH AVE W,V1.5UND,B6AD---8,067CHEVUN20,"Crew Cab, 4x4, 3/4 Ton Pickup Truck"
043269,FLEET SERVICES,2016.0,DODGE,RAM 1500,5HS2TTUZZZ,PU-1/2T-SC CL2 4X2 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,7.16758171613394,10.0,,Unit at auction to be sold,,TS7030,FL7009,EASTERN GARAGE,003002,703 DON MILLS RD,STANDARD,BYAC---8,043DODGUN16,2WD REG. CAB PICKUP TRUCK
095175,TORONTO WATER,2021.0,FORD,TRANSIT CONN,3MZ1TEUZZZ,VAN-MINICARGO CL1 4X2 8Y UNLEAD,CLASS1,VAN-PASS,VAN - PASSENGER,LIGHT DUTY,UNLEADED,2.38675979832572,8.0,44267.0,Active Unit,,TW2015,TW2015,DISCO GARAGE,006217,60 TIFFIELD RD,V1.5UND,BYAC---8,095FORDUN21,2021 FORD TRANSIT CONNECT MINI CARGO VAN
045089,TRANSPORTATION SERVICES,2014.0,DODGE,RAM 1500,5HE2FTUEZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD TC12B,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,8.57032144216134,10.0,42010.0,Active Unit,,TS6040,TS6040,INGRAM GARAGE,002990,64 MURRAY RD,V1.5UND,BYAC---8,045DODGUN14,4WD EXT. CAB PICKUP TRUCK WITH TC-12 ARROWBOARD
319213,TRANSPORTATION SERVICES,2021.0,HOLDER,HOLDER X45I,GRZEFEUSSS,GM-TRACTOR 41-50HP 4X4 8Y UNLEAD SPBDBW,GROUND,GM-TRACT,GROUNT-TRACTOR,OFF-ROAD,UNLEADED,1.64429404490107,8.0,44538.0,Active Unit,,TS6030,TS6030,FINCH GARAGE,,,STANDARD,H6E1S---,319HOLDUN21,"2021 Holder X45i w/ Erskine Plow, Bauman Dump Body & Bauman Sander"
202023,"  PARKS, FORESTRY & RECREATION ",2009.0,INTERNATIO,DURASTAR 4300,1KS8TWDZZZ,TRK-CHPR-ARL-SC CL8 4X2 12Y DIESEL,CLASS8,TRUCK-ARCHI,TRUCK - AERIAL CHIPPER,HEAVY DUTY,DIESEL,13.9730611681887,12.0,40038.0,Active Unit,,P12135,P12135,FINCH GARAGE,004847,247 ESTHER SHINER BLVD,V6.25OVR,B6ADR--9,202INTEDI09,TRUCK WITH AERIAL DEVICE & CHIPPER DUMP BODY
323083,SOLID WASTE MANAGEMENT,2014.0,CASE,1021F XR,CLZOFTDZZZ,CON-ART-LOADER >260HP 4X4 10Y DIESEL,CONSTRUCT,CON-ART-LOAD,CONSTRUCT-ARTICULATED LOADER,OFF-ROAD,DYED DIESEL,8.58128034627093,10.0,42006.0,Replacement Program,,SW0830,SW0830,SCARBOROUGH TRANSFER STN,005387,1 TRANSFER PL,SW-TDO,R50BCDEH,323CASEDI14,296 HP 4WD ARTICULATED FRONT END LOADER
065119,SOLID WASTE MANAGEMENT,2015.0,FORD,F250,5TE2FTDZZZ,PU-3/4T-EC CL2 4X4 10Y DIESEL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,DIESEL,8.66073240106545,10.0,41977.0,Active Unit,,SW1060,SW1060,BERMONDSEY GARAGE,004869,25 OLD EGLINTON AVE,V1.5UND,BYAC---8,065FORDDI15,4WD EXTENDED CAB PICKUP TRUCK
285051,TRANSPORTATION SERVICES,2004.0,INGERSOLL,P-185WJD,ACZFZWDZZZ,APP-COMPRESSOR 51-60HP 12Y DIESEL,12.0,285INGEDI84A,185 CFM TRAILER MOUNTED AIR COMPRESSOR,OTHER,DIESEL,18.6388145928463,,ELLESMERE GARAGE,Active Unit,TS6020,TS6020,,Replacement Program,,,0.0,4200.0,STANDARD,H6AC----
396575,"PARKS, FORESTRY & RECREATION",2023.0,JOHN DEERE,1550,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,GROUND,GM-MOWER,GROUND-MOWER,OFF-ROAD,DIESEL / DYED DIESEL,0.0360748668188737,10.0,45125.0,Active Unit,,CFL005-23,P00271,EASTERN GARAGE,001984,30 NORTHLINE RD,STANDARD,NO_PM_HR,396JOHNDI23C,"25HP 4WD, 72"" REAR DISCHARGE RIDE-ON ROTARY MOWER"
296011A,"  PARKS, FORESTRY & RECREATION ",2019.0,RAYCO,TRAILER,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,15.0,296RAYCTR19,2019 RAYCO RG55 STUMP CUTTER SUPER JR TRAILER,OTHER,,4.36210226407915,,ELLESMERE GARAGE,Active Unit,P00038,P00038,,Active Unit,,,0.0,0.0,STANDARD,ND------
001055,TORONTO BUILDING,2015.0,TOYOTA,YARIS,7SZ1TEUZZZ,PASS-SUBCOMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,8.75388308599696,8.0,41943.0,Active Unit,,BL0005,BL0005,EASTERN GARAGE,002821,390 THE WEST MALL,V1OVR,BYAC---8,001TOYOUN15,5-DOOR HATCHBACK SUBCOMPACT SEDAN
080110,TORONTO WATER,2022.0,FORD,F550,1UE5FTUVZZ,TRK-UTLTY-EC CL5 4X4 10Y UNLEAD VALV,CLASS5,TRUCK- UTILI,TRUCK - UTILITY,MEDIUM DUTY,UNLEADED,0.1100474695586,10.0,45098.0,  Active Unit ,,TW2015,TW2030,DISCO GARAGE,002426,150 DISCO RD,V4UND,B6AD---8,080FORDUN22C,2022 Ford F-550 Extended Cab w/ Utility Body and Front + Side Valve Exerciser
156195,TRANSPORTATION SERVICES,2020.0,FORD,F550,1DC5FTUCZZ,TRK-DUMP-CC CL5 4X4 10Y UNLEAD CRN,CLASS5,TRUCK-DUMP,TRUCK - DUMP,MEDIUM DUTY,,3.06621185312024,10.0,44019.0,Active Unit,,TS6030,TS6030,FINCH GARAGE,002990,64 MURRAY RD,V5UND,B6ADR--8,156FORDUN20C,"2020 Ford F-550, Crew Cab, 4x4, 7.3L V8 Gasoline, with 9ft Dump Body & Knuckle Crane"
041436,TORONTO HOUSING COMPANY,2022.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN - PASSENGER,041CHEVUN22,LIGHT DUTY,UNLEADED,1.0086776065449,8.0,44770.0,active unit,,10000174,10000174,EASTERN GARAGE,EASTERN GARAGE,,BYAC---8,160000.0,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND
111106,TORONTO HOUSING COMPANY,2021.0,DODGE,RAM PROMASTER 1500,3HH1TTUHZZ,VAN-1/2T-CARGO-HR CL1 4X2 10Y UNLEAD SH,CLASS1,VAN-1/2T,VAN - 1/2 TON,LIGHT DUTY,UNLEADED,2.12100637366819,10.0,44364.0,Active Unit,,10000174,10000174,FINCH GARAGE,,,V1.5UND,BYAC---8,111DODGUN21,VF1L13 Ram 1500 Promaster C/V HR 136 WB
112279,TORONTO WATER,2011.0,  FORD ,E250,3TS2TTUHZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD SH,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,12.7922392503805,10.0,40469.0,Replacement Program,,TW5020,TW5020,FINCH GARAGE,005331,2126 KIPLING AVE,V1.5OVR,BYAC---8,112FORDUN11-1,THREE QUARTER TON CARGO VAN SH
135133,FLEET SERVICES,2009.0,GMC,T7500,1BS7TWDOZZ,TRK-CUBE-SC CL7 4X2 12Y DIESEL PLG,CLASS7,TRUCK-CUBE,TRUCK - CUBE,HEAVY DUTY,DIESEL,13.6082191780822,12.0,40106.0,Unit SOLD,,FL7003,FL7009,DISCO GARAGE,005386,799 ISLINGTON AVE,STANDARD,O6AD---9,135GMCDI09,CAB-OVER TRUCK CHASSIS WITH 16FT. CUBE VAN BODY
250515,SOLID WASTE MANAGEMENT,2011.0,TITAN,53-5-TW-COMP,4CRHITZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 3AXW2LIFT 10Y,10.0,TRAILER-VAN/TANKER ALUMINUM,250TITAN11A,OTHER,,11.6497734969559,,FLEET MAINTENANCE HAULAGE,active unit,SW0709,SW0709,,Replacement Program,50 INGRAM DR,,SW-TRAIL,0.0,CLOSE TOP REFUSE TRAILER 5 TOTAL AXLE WITH 2 LIFT & STEER AXLE AND KEITH WALKING FLOOR,SW-TDO
095133,FLEET SERVICES,2015.0,FORD,TRANSIT CONN,3MZ1TTUHZZ,VAN-MINICARGO CL1 4X2 10Y UNLEAD SH,CLASS1,VAN-PASS,VAN - PASSENGER,  LIGHT DUTY ,UNLEADED,8.48812966133942,10.0,42040.0,Active Unit,,MS5048,FL7009,DISCO GARAGE,005763,1530 MARKHAM RD,STANDARD,BYAC---8,095FORDUN15,MINI CARGO VAN WITH ANIMAL SERVICES INTERIOR UPFIT
187034,TORONTO WATER,2023.0,INTERNATIO,HX620,1DS8XWDZZZ,TRK-DUMP-SC CL8 8X4 12Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,DIESEL,0.0881296613394216,12.0,45106.0,Active Unit,,TW2030,TW2030,DISCO GARAGE,,DISCO GARAGE,V5UND,B6AD---9,187INTEDI23,2023 TRI-AXLE TRUCK CHASSIS WITH 21FT. HEATED DUMP BODY
003094,"PARKS, FORESTRY & RECREATION",2010.0,ford,FUSION HYBRI,7MZ1TENZZZ,PASS-MS CL1 4X2 8Y HYBUN,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,13.9182666476408,8.0,40058.0,Active Unit,,P00180,P00180,ELLESMERE GARAGE,003896,70 NASHDENE RD,V1OVR,OYAC---8,003FORDUN10,GAS/ELECTRIC HYBRID 4-DOOR SEDAN
T.T.C.BUS,"PARKS, FORESTRY & RECREATION",1990.0,UNKNOWN,.,0PZ7TTDZZZ,BUS-PASS CL7 4X2 10Y DIESEL,10.0,BUS.T.T.C.,ISLAND T. T. C. BUS,HEAVY DUTY,DIESEL,16.1210063736682,,EASTERN GARAGE,Active Unit,P00155,P00155,,Active Unit,,,220000.0,5500.0,V8OVR,NONMETER
115028,TORONTO WATER,2020.0,FORD,TRANSIT 350,3OS3TTUHYZ,VAN-1T-CARGO-SR CL3 4X2 10Y UNLEAD SHINV,CLASS3,VAN - 1 TON,115FORDUN20,MEDIUM DUTY,unleaded,1.73744472983257,10.0,44504.0,ACTIVE UNIT,,TW2055,TW2055,EASTERN GARAGE,545 COMMISSIONERS ST,,B6AD---8,220000.0,"Ford Transit 350 Cargo Van, High Roof, Ext Body w/ DRW",V1.5UND
189020,TORONTO WATER,2019.0,FORD,F550,1UE5FTDWZZ,TRK-UTLTY-EC CL5 4X4 10Y DIESEL WLDMC,CLASS5,TRUCK- UTILI,TRUCK - UTILITY,MEDIUM DUTY,DIESEL,3.52922555175038,10.0,43850.0,ACTIVE UNIT,,TW7075,TW7075,INGRAM GARAGE,000782,235 COTTINGHAM ST,V4UND,B6ADR--8,189FORDDI19A,"2019 Ford F-550 Extended Cab and Chassis with 11ft Utility Body & Enpak, Crane and Valve Exerciser"
041356,TRANSPORTATION SERVICES,2020.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,3.42785568873668,8.0,43887.0,Active Unit,,TS6050,TS6050,DISCO GARAGE,000520,433 EASTERN AVE,V1.5UND,BYAC---8,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV
045106,TRANSPORTATION SERVICES,2016.0,DODGE,RAM 1500,5HC2FTUEZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD TC12B,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,7.12922555175038,10.0,42536.0,Active Unit,,TS6040,TS6040,DISCO GARAGE,005559,320 BERING AVE,V1.5UND,BYAC---8,045DODGUN16,4WD EXT. CAB PICKUP TRUCK
355007,"PARKS, FORESTRY & RECREATION",2021.0,BARBER,600HD,HBZZZIZZZZ,ATT-BEACH-CLEANER 15Y,44364.0,2021 BARBER 600HD TOW BEHIND SURF RAKE,STANDARD,OTHER,,2.12100637366819,EASTERN GARAGE,Active Unit,Active Unit,P00539,,1160.0,,,,0.0,000529,NONMETER,0.0
